10.000000,0.000000,27.480000
9.615385,0.000000,27.500000
9.230769,0.000000,27.330000
8.846154,0.000000,27.190000
8.461538,0.000000,27.090000
8.076923,0.000000,26.880000
7.692308,0.000000,26.880000
7.307692,0.000000,26.670000
6.923077,0.000000,26.610000
6.538462,0.000000,26.470000
6.153846,0.000000,26.380000
5.769231,0.000000,26.460000
5.384615,0.000000,26.290000
5.000000,0.000000,26.250000
4.615385,0.000000,26.210000
4.230769,0.000000,26.100000
3.846154,0.000000,26.100000
3.461538,0.000000,26.110000
3.076923,0.000000,26.170000
2.692308,0.000000,26.100000
2.307692,0.000000,26.040000
1.923077,0.000000,26.110000
1.538462,0.000000,26.040000
1.153846,0.000000,26.050000
0.769231,0.000000,26.070000
0.384615,0.000000,26.010000
0.000000,0.000000,26.020000
0.000000,0.750000,26.070000
0.000000,1.500000,26.010000
0.000000,2.250000,26.050000
0.000000,3.000000,26.030000
1.111111,3.000000,26.100000
2.222222,3.000000,26.030000
3.333333,3.000000,26.130000
4.444444,3.000000,26.090000
5.555556,3.000000,26.070000
6.666667,3.000000,26.100000
7.777778,3.000000,26.040000
8.888889,3.000000,26.100000
10.000000,3.000000,26.090000
10.000000,3.750000,26.060000
10.000000,4.500000,26.120000
10.000000,5.250000,26.070000
